,Trend,Date,Common Words,Common Pairs,Positive Score,Negative Score
99,es,04/14/2017,"[(u'apple', 11), (u'android', 11), (u'fun', 8), (u'game', 7), (u'god', 4), (u'\u248b', 3), (u'good', 3), (u'world', 3), (u'\u2488', 3), (u'\u248c', 3)]","[((u'apple', u'android'), 11), ((u'game', u'apple'), 7), ((u'fun', u'game'), 4), ((u'\u2489', u'\u248a'), 3), ((u'\u248a', u'\u248b'), 3), ((u'\u2488', u'\u2489'), 3), ((u'\u248b', u'\u248c'), 3), ((u'fun', u'apple'), 2), ((u'good', u'friday'), 2), ((u'talals', u'game'), 2)]",0.51,0.25
100,taxes,04/15/2017,"[(u'tax', 14), (u'trump', 11), (u'want', 9), (u'taxes', 8), (u'release', 8), (u'us', 8), (u'get', 7), (u'finally', 6), (u'today', 6), (u'still', 5)]","[((u'get', u'look'), 5), ((u'look', u'meredith'), 5), ((u'meredith', u'mciver'), 5), ((u'finally', u'get'), 5), ((u'tax', u'returns'), 5), ((u'trump', u'release'), 4), ((u'release', u'tax'), 4), ((u'tax', u'march'), 3), ((u'los', u'angeles'), 3), ((u'donald', u'trump'), 3)]",0.25,0.35
101,stood,04/15/2017,"[(u'baby', 25), (u'birth', 14), (u'boy', 13), (u'giraffe', 9), (u'happy', 8), (u'calf', 7), (u'today', 7), (u'finally', 6), (u'im', 6), (u'get', 5)]","[((u'baby', u'boy'), 3), ((u'giving', u'birth'), 3), ((u'gave', u'birth'), 3), ((u'give', u'birth'), 2), ((u'finally', u'baby'), 2), ((u'see', u'baby'), 2), ((u'april', u'15th'), 2), ((u'get', u'back'), 2), ((u'new', u'baby'), 2), ((u'giraffe', u'calf'), 2)]",0.63,0.28
102,remembered,04/15/2017,"[(u'jackie', 20), (u'robinson', 18), (u'today', 14), (u'happy', 11), (u'baseball', 9), (u'day', 7), (u'one', 7), (u'42', 7), (u'thank', 6), (u'man', 6)]","[((u'jackie', u'robinson'), 14), ((u'major', u'league'), 4), ((u'mr', u'robinson'), 3), ((u'ago', u'today'), 3), ((u'70', u'years'), 3), ((u'color', u'barrier'), 3), ((u'robinson', u'day'), 3), ((u'years', u'ago'), 3), ((u'number', u'42'), 2), ((u'made', u'history'), 2)]",0.75,0.2
103,time,04/15/2017,"[(u'lets', 30), (u'go', 23), (u'time', 20), (u'cavs', 15), (u'game', 10), (u'get', 6), (u'right', 5), (u'playoff', 4), (u'baby', 4), (u'start', 3)]","[((u'lets', u'go'), 20), ((u'go', u'cavs'), 8), ((u'game', u'time'), 7), ((u'lets', u'get'), 5), ((u'flip', u'switch'), 3), ((u'time', u'baby'), 3), ((u'playoff', u'time'), 2), ((u'time', u'flip'), 2), ((u'ready', u'witness'), 1), ((u'cavs', u'right'), 1)]",0.21,0.19
104,shit,04/15/2017,"[(u'carlos', 75), (u'martinez', 62), (u'8', 19), (u'pitches', 12), (u'5', 12), (u'one', 11), (u'today', 11), (u'11', 11), (u'yankees', 11), (u'ks', 9)]","[((u'carlos', u'martinez'), 62), ((u'11', u'ks'), 9), ((u'carlos', u'martinezs'), 8), ((u'8', u'walks'), 7), ((u'8', u'bbs'), 6), ((u'ks', u'8'), 5), ((u'106', u'pitches'), 5), ((u'5', u'innings'), 5), ((u'mike', u'matheny'), 5), ((u'0', u'yankees'), 4)]",0.31,0.45
105,images,04/15/2017,"[(u'heroes', 10), (u'trailer', 9), (u'game', 8), (u'wars', 8), (u'yes', 7), (u'looks', 6), (u'upgrade', 6), (u'classes', 6), (u'star', 6), (u'story', 5)]","[((u'star', u'wars'), 6), ((u'upgrade', u'heroes'), 6), ((u'battlefront', u'ii'), 3), ((u'game', u'confirmed'), 3), ((u'looks', u'amazing'), 3), ((u'story', u'mode'), 3), ((u'wars', u'battlefront'), 3), ((u'dark', u'side'), 2), ((u'customization', u'watch'), 2), ((u'inferno', u'squad'), 2)]",0.47,0.25
106,district,04/15/2017,"[(u'vanessa', 67), (u'marcotte', 58), (u'arrest', 33), (u'murder', 32), (u'says', 25), (u'da', 23), (u'killing', 20), (u'worcester', 20), (u'massachusetts', 17), (u'jogger', 15)]","[((u'vanessa', u'marcotte'), 55), ((u'jogger', u'vanessa'), 14), ((u'report', u'says'), 12), ((u'marcotte', u'massachusetts'), 12), ((u'murder', u'vanessa'), 12), ((u'massachusetts', u'report'), 12), ((u'arrest', u'made'), 11), ((u'killing', u'jogger'), 11), ((u'arrest', u'killing'), 11), ((u'vanessa', u'marcottes'), 10)]",0.33,0.71
107,bird,04/15/2017,"[(u'bird', 75), (u'greg', 74), (u'carter', 9), (u'chris', 8), (u'hit', 6), (u'two', 5), (u'slump', 5), (u'yankees', 5), (u'birds', 4), (u'better', 4)]","[((u'greg', u'bird'), 69), ((u'chris', u'carter'), 8), ((u'greg', u'birds'), 3), ((u'fault', u'fault'), 3), ((u'batting', u'average'), 3), ((u'carter', u'greg'), 3), ((u'bird', u'lmao'), 2), ((u'bird', u'needs'), 2), ((u'classy', u'move'), 2), ((u'tribute', u'jackie'), 2)]",0.33,0.49
108,quintana,04/15/2017,"[(u'quintana', 62), (u'jose', 16), (u'sox', 10), (u'trade', 9), (u'value', 7), (u'quintanas', 6), (u'today', 6), (u'good', 6), (u'white', 6), (u'5', 6)]","[((u'jose', u'quintana'), 14), ((u'white', u'sox'), 6), ((u'trade', u'value'), 4), ((u'get', u'5'), 3), ((u'quintanas', u'trade'), 3), ((u'quintana', u'getting'), 2), ((u'isnt', u'good'), 2), ((u'dont', u'think'), 2), ((u'trade', u'jose'), 2), ((u'value', u'going'), 2)]",0.56,0.27
109,game,04/15/2017,"[(u'spring', 74), (u'game', 71), (u'ohio', 10), (u'today', 7), (u'football', 7), (u'real', 6), (u'still', 5), (u'78312', 5), (u'state', 5), (u'nebraska', 4)]","[((u'spring', u'game'), 70), ((u'ohio', u'state'), 4), ((u'still', u'takeaways'), 4), ((u'real', u'football'), 4), ((u'football', u'still'), 4), ((u'game', u'today'), 4), ((u'ohio', u'spring'), 4), ((u'takeaways', u'ohio'), 4), ((u'osu', u'spring'), 3), ((u'urban', u'meyer'), 3)]",0.63,1.07
110,post,04/15/2017,"[(u'emma', 65), (u'morano', 63), (u'person', 60), (u'117', 56), (u'oldest', 51), (u'dies', 51), (u'worlds', 32), (u'last', 22), (u'born', 16), (u'via', 15)]","[((u'emma', u'morano'), 63), ((u'oldest', u'person'), 48), ((u'dies', u'117'), 36), ((u'worlds', u'oldest'), 32), ((u'morano', u'dies'), 25), ((u'person', u'emma'), 21), ((u'person', u'dies'), 15), ((u'last', u'known'), 14), ((u'morano', u'last'), 11), ((u'person', u'born'), 10)]",0.27,0.09
111,accident,04/15/2017,"[(u'heap', 67), (u'todd', 66), (u'daughter', 44), (u'truck', 32), (u'player', 27), (u'killed', 25), (u'exnfl', 23), (u'hit', 19), (u'kills', 18), (u'accidentally', 18)]","[((u'todd', u'heap'), 65), ((u'killed', u'daughter'), 23), ((u'player', u'todd'), 22), ((u'exnfl', u'player'), 21), ((u'daughter', u'three'), 18), ((u'hit', u'killed'), 18), ((u'truck', u'hit'), 18), ((u'heap', u'driving'), 18), ((u'driving', u'truck'), 18), ((u'3yearold', u'daughter'), 15)]",0.46,0.32
112,hurst,04/15/2017,"[(u'brandon', 78), (u'peters', 71), (u'maize', 18), (u'team', 16), (u'td', 14), (u'first', 12), (u'1', 12), (u'speight', 11), (u'blue', 11), (u'game', 10)]","[((u'brandon', u'peters'), 70), ((u'zach', u'gentry'), 9), ((u'yds', u'1'), 7), ((u'brandon', u'watson'), 7), ((u'wilton', u'speight'), 7), ((u'1', u'td'), 7), ((u'team', u'maize'), 6), ((u'spring', u'game'), 5), ((u'peters', u'looks'), 5), ((u'nick', u'eubanks'), 4)]",0.44,0.35
113,anything,04/15/2017,"[(u'speight', 70), (u'1', 14), (u'peters', 14), (u'wilton', 11), (u'yards', 9), (u'td', 9), (u'78', 9), (u'yds', 8), (u'looks', 7), (u'qb', 7)]","[((u'wilton', u'speight'), 11), ((u'1', u'td'), 8), ((u'yds', u'1'), 6), ((u'78', u'yards'), 6), ((u'1', u'int'), 5), ((u'yards', u'1'), 5), ((u'speight', u'923'), 4), ((u'923', u'78'), 4), ((u'brandon', u'peters'), 4), ((u'36', u'82'), 3)]",0.65,0.45
114,game,04/15/2017,"[(u'tate', 75), (u'martell', 64), (u'first', 23), (u'game', 9), (u'run', 9), (u'td', 8), (u'touchdown', 8), (u'play', 8), (u'ohio', 7), (u'martells', 6)]","[((u'tate', u'martell'), 64), ((u'tate', u'martells'), 6), ((u'spring', u'game'), 4), ((u'first', u'play'), 4), ((u'martells', u'first'), 4), ((u'time', u'tate'), 3), ((u'first', u'time'), 3), ((u'touches', u'ball'), 3), ((u'goat', u'goat'), 3), ((u'martell', u'good'), 3)]",0.28,0.24
115,2pm,04/15/2017,"[(u'jacob', 60), (u'jarvis', 58), (u'game', 19), (u'touchdown', 15), (u'ohio', 13), (u'spring', 13), (u'play', 10), (u'td', 9), (u'last', 9), (u'final', 9)]","[((u'jacob', u'jarvis'), 58), ((u'spring', u'game'), 11), ((u'ohio', u'state'), 8), ((u'last', u'play'), 6), ((u'jarvis', u'touchdown'), 5), ((u'jarvis', u'scores'), 5), ((u'play', u'game'), 4), ((u'states', u'spring'), 4), ((u'ohio', u'states'), 4), ((u'video', u'jacob'), 4)]",0.6,0.42
116,know,04/15/2017,"[(u'glasnow', 68), (u'inning', 27), (u'tyler', 15), (u'123', 12), (u'two', 7), (u'get', 6), (u'good', 6), (u'change', 6), (u'2', 6), (u'glasnows', 6)]","[((u'tyler', u'glasnow'), 13), ((u'inning', u'glasnow'), 10), ((u'123', u'inning'), 7), ((u'glasnow', u'123'), 3), ((u'first', u'inning'), 3), ((u'glasnow', u'looked'), 3), ((u'11', u'pitches'), 3), ((u'glasnow', u'allowed'), 3), ((u'two', u'strikeouts'), 3), ((u'great', u'inning'), 3)]",0.69,0.19
117,superstar,04/15/2017,"[(u'dixon', 77), (u'johnnie', 73), (u'game', 16), (u'burrow', 16), (u'td', 14), (u'spring', 11), (u'scarlet', 8), (u'good', 7), (u'sheffield', 7), (u'yards', 6)]","[((u'johnnie', u'dixon'), 73), ((u'spring', u'game'), 10), ((u'kendall', u'sheffield'), 6), ((u'td', u'pass'), 5), ((u'joe', u'burrow'), 4), ((u'second', u'quarter'), 3), ((u'dixon', u'looking'), 3), ((u'dixon', u'going'), 3), ((u'90', u'yards'), 3), ((u'see', u'johnnie'), 3)]",0.48,0.32
118,carter,04/15/2017,"[(u'carter', 75), (u'chris', 75), (u'bird', 10), (u'greg', 10), (u'3', 9), (u'every', 6), (u'bat', 6), (u'pitches', 6), (u'yankees', 6), (u'better', 5)]","[((u'chris', u'carter'), 73), ((u'greg', u'bird'), 9), ((u'carter', u'greg'), 4), ((u'carter', u'seen'), 3), ((u'seen', u'9'), 3), ((u'carter', u'ever'), 3), ((u'9', u'pitches'), 3), ((u'carter', u'needs'), 3), ((u'carter', u'doesnt'), 2), ((u'home', u'runs'), 2)]",0.4,0.49
119,stars,04/15/2017,"[(u'nate', 69), (u'johnson', 67), (u'punt', 13), (u'fumbles', 9), (u'pass', 8), (u'catch', 8), (u'muffed', 6), (u'day', 6), (u'wheatley', 6), (u'blue', 5)]","[((u'nate', u'johnson'), 67), ((u'tyrone', u'wheatley'), 4), ((u'muffed', u'punt'), 4), ((u'johnson', u'fumbles'), 4), ((u'johnson', u'muffed'), 3), ((u'pass', u'tyrone'), 3), ((u'wheatley', u'jr'), 3), ((u'kareem', u'walker'), 3), ((u'tarik', u'black'), 3), ((u'david', u'long'), 3)]",0.47,0.25
120,michigan,04/15/2017,"[(u'hudson', 74), (u'khaleke', 70), (u'viper', 23), (u'peppers', 19), (u'jabrill', 18), (u'heart', 15), (u'says', 14), (u'replace', 13), (u'michigans', 13), (u'speight', 12)]","[((u'khaleke', u'hudson'), 70), ((u'jabrill', u'peppers'), 17), ((u'hudson', u'says'), 14), ((u'replace', u'jabrill'), 13), ((u'michigans', u'khaleke'), 11), ((u'needed', u'replace'), 11), ((u'says', u'heart'), 11), ((u'heart', u'needed'), 11), ((u'peppers', u'viper'), 10), ((u'wilton', u'speight'), 10)]",0.77,0.51
121,competition,04/15/2017,"[(u'shane', 72), (u'buechele', 72), (u'game', 16), (u'spring', 14), (u'texas', 13), (u'td', 12), (u'drive', 12), (u'collin', 11), (u'johnson', 11), (u'watch', 9)]","[((u'shane', u'buechele'), 70), ((u'spring', u'game'), 12), ((u'collin', u'johnson'), 11), ((u'watch', u'shane'), 9), ((u'14yard', u'td'), 5), ((u'td', u'collin'), 5), ((u'qb', u'shane'), 5), ((u'gets', u'sack'), 4), ((u'texas', u'spring'), 4), ((u'sack', u'shane'), 4)]",0.88,0.37
122,yankees,04/15/2017,"[(u'chris', 63), (u'heisey', 62), (u'2', 22), (u'game', 14), (u'solo', 12), (u'left', 12), (u'hellickson', 11), (u'home', 10), (u'7th', 9), (u'run', 8)]","[((u'chris', u'heisey'), 62), ((u'home', u'run'), 7), ((u'ties', u'game'), 6), ((u'solo', u'shot'), 5), ((u'left', u'field'), 5), ((u'jeremy', u'hellickson'), 5), ((u'pinch', u'hr'), 4), ((u'heisey', u'homers'), 4), ((u'homer', u'left'), 4), ((u'heisey', u'ties'), 4)]",0.17,0.41
123,legend,04/15/2017,"[(u'joe', 75), (u'burrow', 75), (u'spring', 18), (u'game', 17), (u'dwayne', 15), (u'haskins', 14), (u'ohio', 11), (u'3', 10), (u'jt', 9), (u'state', 8)]","[((u'joe', u'burrow'), 74), ((u'spring', u'game'), 17), ((u'dwayne', u'haskins'), 14), ((u'burrow', u'dwayne'), 11), ((u'ohio', u'state'), 8), ((u'3', u'tds'), 7), ((u'state', u'spring'), 7), ((u'yards', u'3'), 5), ((u'jt', u'barrett'), 5), ((u'188', u'yards'), 4)]",0.48,0.43
124,jersey,04/15/2017,"[(u'tanner', 73), (u'lee', 68), (u'red', 26), (u'team', 18), (u'patrick', 16), (u'spielman', 14), (u'obrien', 13), (u'spring', 12), (u'qb', 11), (u'jd', 11)]","[((u'tanner', u'lee'), 68), ((u'red', u'team'), 14), ((u'patrick', u'obrien'), 12), ((u'jd', u'spielman'), 11), ((u'spring', u'game'), 9), ((u'lee', u'patrick'), 9), ((u'qbs', u'tanner'), 6), ((u'obrien', u'tanner'), 5), ((u'starting', u'job'), 5), ((u'job', u'spring'), 4)]",0.57,0.2
125,easter,04/16/2017,"[(u'happy', 74), (u'easter', 72), (u'day', 5), (u'everyone', 4), (u'family', 4), (u'hope', 3), (u'wonderful', 3), (u'u', 3), (u'thank', 2), (u'celebrate', 2)]","[((u'happy', u'easter'), 70), ((u'easter', u'hope'), 3), ((u'easter', u'everyone'), 3), ((u'lol', u'happy'), 2), ((u'wonderful', u'day'), 2), ((u'thank', u'happy'), 2), ((u'easter', u'join'), 1), ((u'change', u'case'), 1), ((u'nails', u'rescued'), 1), ((u'flabbergasted', u'anyways'), 1)]",1.36,0.07
126,hawks,04/16/2017,"[(u'john', 73), (u'wall', 70), (u'game', 14), (u'hawks', 14), (u'win', 11), (u'1', 11), (u'vs', 9), (u'today', 8), (u'114107', 7), (u'morris', 6)]","[((u'john', u'wall'), 69), ((u'game', u'1'), 10), ((u'win', u'hawks'), 5), ((u'1', u'win'), 5), ((u'markieff', u'morris'), 5), ((u'wall', u'markieff'), 5), ((u'114107', u'game'), 5), ((u'vs', u'hawks'), 4), ((u'bryce', u'harper'), 4), ((u'morris', u'spark'), 4)]",0.36,0.33
127,warriors,04/16/2017,"[(u'cj', 74), (u'mccollum', 72), (u'trail', 14), (u'nba', 14), (u'warriors', 14), (u'blazers', 13), (u'points', 12), (u'playoffs', 11), (u'playoff', 11), (u'record', 11)]","[((u'cj', u'mccollum'), 72), ((u'trail', u'blazers'), 13), ((u'nba', u'playoffs'), 11), ((u'record', u'points'), 10), ((u'pts', u'1st'), 10), ((u'team', u'playoff'), 10), ((u'playoffs', u'video'), 10), ((u'video', u'trail'), 10), ((u'playoff', u'record'), 10), ((u'blazers', u'cj'), 10)]",0.35,0.32
128,break,04/16/2017,"[(u'draymond', 69), (u'green', 15), (u'block', 13), (u'fuck', 8), (u'defense', 7), (u'kd', 6), (u'warriors', 6), (u'hate', 5), (u'giannis', 5), (u'javale', 5)]","[((u'draymond', u'green'), 14), ((u'player', u'year'), 4), ((u'defensive', u'player'), 4), ((u'block', u'draymond'), 3), ((u'javale', u'draymond'), 3), ((u'draymond', u'block'), 3), ((u'draymond', u'didnt'), 3), ((u'fuck', u'draymond'), 2), ((u'fuck', u'kd'), 2), ((u'4', u'years'), 2)]",0.32,0.32
129,series,04/16/2017,"[(u'blazers', 66), (u'warriors', 30), (u'game', 21), (u'vs', 17), (u'trail', 10), (u'series', 6), (u'good', 5), (u'state', 5), (u'golden', 5), (u'go', 4)]","[((u'trail', u'blazers'), 10), ((u'warriors', u'vs'), 9), ((u'blazers', u'game'), 7), ((u'vs', u'blazers'), 6), ((u'golden', u'state'), 5), ((u'blazers', u'vs'), 5), ((u'vs', u'warriors'), 4), ((u'warriors', u'game'), 4), ((u'blazers', u'warriors'), 3), ((u'warriors', u'blazers'), 3)]",0.43,0.55
130,sick,04/16/2017,"[(u'bryce', 74), (u'harper', 68), (u'walkoff', 11), (u'phillies', 10), (u'nationals', 8), (u'homer', 8), (u'walk', 7), (u'2', 7), (u'bomb', 5), (u'game', 5)]","[((u'bryce', u'harper'), 68), ((u'walkoff', u'homer'), 5), ((u'home', u'run'), 4), ((u'bryce', u'harpers'), 4), ((u'john', u'wall'), 4), ((u'lose', u'nationals'), 3), ((u'pitch', u'bryce'), 3), ((u'nationals', u'bryce'), 3), ((u'nationals', u'phillies'), 3), ((u'2', u'outs'), 3)]",0.36,0.21
131,go,04/16/2017,"[(u'game', 16), (u'lets', 10), (u'go', 9), (u'javale', 9), (u'mcgee', 8), (u'hustle', 7), (u'going', 4), (u'right', 4), (u'teams', 4), (u'basketball', 4)]","[((u'lets', u'go'), 5), ((u'javale', u'mcgee'), 5), ((u'playoff', u'basketball'), 3), ((u'golden', u'state'), 3), ((u'baby', u'lets'), 2), ((u'lit', u'af'), 2), ((u'hustle', u'teams'), 2), ((u'best', u'game'), 2), ((u'blazers', u'dunk'), 1), ((u'bout', u'take'), 1)]",0.35,0.4
132,tbh,04/16/2017,"[(u'ian', 74), (u'clark', 73), (u'season', 7), (u'points', 7), (u'play', 7), (u'minutes', 6), (u'good', 5), (u'portland', 5), (u'heads', 5), (u'blazers', 5)]","[((u'ian', u'clark'), 72), ((u'play', u'ian'), 6), ((u'heads', u'play'), 5), ((u'minutes', u'four'), 3), ((u'points', u'seven'), 3), ((u'130', u'points'), 3), ((u'177', u'minutes'), 3), ((u'minutes', u'today'), 3), ((u'season', u'five'), 3), ((u'games', u'portland'), 3)]",0.41,0.16
133,something,04/16/2017,"[(u'klay', 66), (u'curry', 13), (u'like', 11), (u'steph', 10), (u'better', 7), (u'thompson', 7), (u'get', 7), (u'cant', 6), (u'game', 6), (u'3', 5)]","[((u'klay', u'thompson'), 6), ((u'steph', u'klay'), 5), ((u'kd', u'klay'), 3), ((u'curry', u'better'), 2), ((u'man', u'klay'), 2), ((u'best', u'player'), 2), ((u'klay', u'missed'), 2), ((u'klay', u'curry'), 2), ((u'klay', u'hitting'), 2), ((u'weather', u'nice'), 1)]",0.41,0.47
134,1s,04/16/2017,"[(u'lillard', 59), (u'mccollum', 19), (u'cj', 14), (u'warriors', 9), (u'game', 8), (u'damian', 8), (u'team', 7), (u'portland', 6), (u'way', 6), (u'put', 5)]","[((u'damian', u'lillard'), 8), ((u'mccollum', u'lillard'), 7), ((u'lillard', u'cj'), 7), ((u'lillard', u'mccollum'), 6), ((u'cj', u'mccollum'), 5), ((u'pull', u'away'), 4), ((u'away', u'feisty'), 4), ((u'find', u'way'), 4), ((u'way', u'slow'), 4), ((u'gotta', u'find'), 4)]",0.43,0.47
135,12pm,04/16/2017,"[(u'coffee', 14), (u'sleep', 6), (u'need', 4), (u'still', 3), (u'bacon', 3), (u'check', 3), (u'shop', 2), (u'late', 2), (u'easter', 2), (u'morning', 2)]","[((u'coffee', u'coffee'), 5), ((u'need', u'sleep'), 3), ((u'etsy', u'shop'), 2), ((u'check', u'item'), 2), ((u'item', u'etsy'), 2), ((u'quick', u'wank'), 1), ((u'love', u'dope'), 1), ((u'like', u'trump'), 1), ((u'coffee', u'freedom'), 1), ((u'till', u'noon'), 1)]",0.09,0.17
136,rabbit,04/16/2017,"[(u'wizards', 60), (u'game', 20), (u'hawks', 19), (u'wall', 15), (u'1', 15), (u'win', 10), (u'john', 9), (u'washington', 7), (u'atlanta', 6), (u'playoffs', 5)]","[((u'game', u'1'), 15), ((u'john', u'wall'), 9), ((u'atlanta', u'hawks'), 6), ((u'wizards', u'game'), 5), ((u'washington', u'wizards'), 5), ((u'take', u'game'), 4), ((u'playoff', u'series'), 3), ((u'win', u'hawks'), 3), ((u'wall', u'leads'), 3), ((u'1', u'win'), 3)]",0.28,0.39
137,jumpers,04/16/2017,"[(u'evan', 75), (u'turner', 72), (u'3s', 13), (u'hitting', 9), (u'game', 6), (u'like', 5), (u'portland', 5), (u'3', 5), (u'threes', 5), (u'playing', 5)]","[((u'evan', u'turner'), 72), ((u'hitting', u'3s'), 6), ((u'turner', u'hitting'), 6), ((u'turner', u'playing'), 4), ((u'turner', u'start'), 3), ((u'see', u'evan'), 3), ((u'turner', u'lowkey'), 2), ((u'77', u'gs'), 2), ((u'turner', u'shooting'), 2), ((u'turner', u'hit'), 2)]",0.41,0.27
